search_term	match_term	match_type	gene	drug	interaction_types	sources	pmids
METHOTREXATE	METHOTREXATE	Definite	VDR	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	CYP3A4	METHOTREXATE	""	DTC	22931300
METHOTREXATE	METHOTREXATE	Definite	ABCC4	METHOTREXATE	""	NCI|PharmGKB	12036927|25502615|23222202|25348617
METHOTREXATE	METHOTREXATE	Definite	SLC46A1	METHOTREXATE	""	PharmGKB|TTD	21317831
METHOTREXATE	METHOTREXATE	Definite	TPM3	METHOTREXATE	""	NCI	8509220
METHOTREXATE	METHOTREXATE	Definite	PACSIN2	METHOTREXATE	""	PharmGKB	22846425
METHOTREXATE	METHOTREXATE	Definite	IDH1	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	AFP	METHOTREXATE	""	NCI	2581382
METHOTREXATE	METHOTREXATE	Definite	GGH	METHOTREXATE	""	PharmGKB	15284538|22763757|17286537|19827168|16999998|15564880
METHOTREXATE	METHOTREXATE	Definite	KLRD1	METHOTREXATE	""	PharmGKB	26453102
METHOTREXATE	METHOTREXATE	Definite	UGT1A7	METHOTREXATE	""	PharmGKB	29791011
METHOTREXATE	METHOTREXATE	Definite	UGT1A8	METHOTREXATE	""	PharmGKB	29791011
METHOTREXATE	METHOTREXATE	Definite	HSPB2	METHOTREXATE	""	NCI	15519494
METHOTREXATE	METHOTREXATE	Definite	ENOSF1	METHOTREXATE	""	PharmGKB	18322994|16130010
METHOTREXATE	METHOTREXATE	Definite	BIRC5	METHOTREXATE	""	NCI	15670151
METHOTREXATE	METHOTREXATE	Definite	ABCC3	METHOTREXATE	""	PharmGKB	22016816|21317831|21606946
METHOTREXATE	METHOTREXATE	Definite	FOXP3	METHOTREXATE	""	PharmGKB	28444425
METHOTREXATE	METHOTREXATE	Definite	SHMT1	METHOTREXATE	""	PharmGKB	20386493|18322994|15797993|22838948|18368069
METHOTREXATE	METHOTREXATE	Definite	ABCC2	METHOTREXATE	""	PharmGKB	27217051|24241962|29791011|23069858|25502615|23222202|21317831|18381794
METHOTREXATE	METHOTREXATE	Definite	S100A12	METHOTREXATE	""	NCI	15077313
METHOTREXATE	METHOTREXATE	Definite	AMPD1	METHOTREXATE	""	PharmGKB	20386493|27217051|29520081|16947783|27992285
METHOTREXATE	METHOTREXATE	Definite	DOK5	METHOTREXATE	""	PharmGKB	26590194
METHOTREXATE	METHOTREXATE	Definite	TP53	METHOTREXATE	""	DTC|CIViC	17363498
METHOTREXATE	METHOTREXATE	Definite	CDKN1B	METHOTREXATE	""	NCI	14512390
METHOTREXATE	METHOTREXATE	Definite	UGT1A6	METHOTREXATE	""	PharmGKB	29791011
METHOTREXATE	METHOTREXATE	Definite	S100A8	METHOTREXATE	""	NCI	14722212
METHOTREXATE	METHOTREXATE	Definite	UGT1A4	METHOTREXATE	""	PharmGKB	29791011
METHOTREXATE	METHOTREXATE	Definite	FOLH1	METHOTREXATE	""	NCI|PharmGKB	22838948|9816319
METHOTREXATE	METHOTREXATE	Definite	HSD17B10	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	UGT1A3	METHOTREXATE	""	PharmGKB	29791011
METHOTREXATE	METHOTREXATE	Definite	SLC22A9	METHOTREXATE	""	PharmGKB	25502615
METHOTREXATE	METHOTREXATE	Definite	KCNA1	METHOTREXATE	""	NCI	10727107
METHOTREXATE	METHOTREXATE	Definite	SLC19A1	METHOTREXATE	inhibitor	TTD	""
METHOTREXATE	METHOTREXATE	Definite	ITPA	METHOTREXATE	""	PharmGKB	26237184|19858780|27217051|29520081|16947783
METHOTREXATE	METHOTREXATE	Definite	BMP7	METHOTREXATE	""	PharmGKB	26590194
METHOTREXATE	METHOTREXATE	Definite	GSTM1	METHOTREXATE	""	NCI	17180579
METHOTREXATE	METHOTREXATE	Definite	ABCC1	METHOTREXATE	""	PharmGKB	26086825|29743634|18256692|21317831
METHOTREXATE	METHOTREXATE	Definite	NALCN	METHOTREXATE	""	PharmGKB	19176441
METHOTREXATE	METHOTREXATE	Definite	NOTCH1	METHOTREXATE	""	JAX-CKB	28151717
METHOTREXATE	METHOTREXATE	Definite	RB1	METHOTREXATE	""	JAX-CKB	28151717
METHOTREXATE	METHOTREXATE	Definite	TNFAIP3	METHOTREXATE	""	PharmGKB	20921970
METHOTREXATE	METHOTREXATE	Definite	SLC16A7	METHOTREXATE	""	PharmGKB	""
METHOTREXATE	METHOTREXATE	Definite	ADORA2A	METHOTREXATE	""	PharmGKB	27399166|18539621
METHOTREXATE	METHOTREXATE	Definite	HGF	METHOTREXATE	""	NCI	10732770
METHOTREXATE	METHOTREXATE	Definite	SLCO1B1	METHOTREXATE	""	CIViC|PharmGKB	28525903|11477075|25098908|23233662|19901119|21317831|23652803|24712521|29683944|25999454
METHOTREXATE	METHOTREXATE	Definite	FPGS	METHOTREXATE	""	PharmGKB	19902562
METHOTREXATE	METHOTREXATE	Definite	SULT2A1	METHOTREXATE	""	NCI	17163485
METHOTREXATE	METHOTREXATE	Definite	SLCO1B3	METHOTREXATE	""	PharmGKB	21317831
METHOTREXATE	METHOTREXATE	Definite	HLA-C	METHOTREXATE	""	PharmGKB	28444425
METHOTREXATE	METHOTREXATE	Definite	SLC22A11	METHOTREXATE	""	PharmGKB	26086825
METHOTREXATE	METHOTREXATE	Definite	KIR2DS4	METHOTREXATE	""	PharmGKB	25069714
METHOTREXATE	METHOTREXATE	Definite	SLCO1A2	METHOTREXATE	""	PharmGKB	21317831
METHOTREXATE	METHOTREXATE	Definite	FOLR1	METHOTREXATE	""	PharmGKB	21317831
METHOTREXATE	METHOTREXATE	Definite	TAT	METHOTREXATE	""	NCI	1967611
METHOTREXATE	METHOTREXATE	Definite	GLS	METHOTREXATE	""	NCI	15511236
METHOTREXATE	METHOTREXATE	Definite	ATP5F1E	METHOTREXATE	""	PharmGKB	26307125
METHOTREXATE	METHOTREXATE	Definite	NCOA3	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	TLR4	METHOTREXATE	""	PharmGKB	20136356
METHOTREXATE	METHOTREXATE	Definite	PPARG	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	CYP2C19	METHOTREXATE	""	DTC	22931300
METHOTREXATE	METHOTREXATE	Definite	HLA-E	METHOTREXATE	""	PharmGKB	""
METHOTREXATE	METHOTREXATE	Definite	FGFR4	METHOTREXATE	""	PharmGKB	16822847
METHOTREXATE	METHOTREXATE	Definite	NTRK1	METHOTREXATE	""	NCI	8509220
METHOTREXATE	METHOTREXATE	Definite	DROSHA	METHOTREXATE	""	PharmGKB	24614921
METHOTREXATE	METHOTREXATE	Definite	GATA3	METHOTREXATE	""	PharmGKB	24141364
METHOTREXATE	METHOTREXATE	Definite	FCGR3B	METHOTREXATE	""	NCI	9811059
METHOTREXATE	METHOTREXATE	Definite	MTRR	METHOTREXATE	""	PharmGKB	16013960|29743634|15797993|18368069
METHOTREXATE	METHOTREXATE	Definite	MPHOSPH8	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	CYP2D6	METHOTREXATE	""	DTC	22931300
METHOTREXATE	METHOTREXATE	Definite	CYP1A2	METHOTREXATE	""	DTC	22931300
METHOTREXATE	METHOTREXATE	Definite	UGT1A9	METHOTREXATE	""	PharmGKB	29791011
METHOTREXATE	METHOTREXATE	Definite	ADA	METHOTREXATE	""	NCI	2431676
METHOTREXATE	METHOTREXATE	Definite	HLA-G	METHOTREXATE	""	PharmGKB	16906016|19088262
METHOTREXATE	METHOTREXATE	Definite	LINC00251	METHOTREXATE	""	PharmGKB	26590194
METHOTREXATE	METHOTREXATE	Definite	EHMT2	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	SOD2	METHOTREXATE	""	PharmGKB	25330300
METHOTREXATE	METHOTREXATE	Definite	NFE2L2	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	UGT1A1	METHOTREXATE	""	PharmGKB	29791011
METHOTREXATE	METHOTREXATE	Definite	NOS3	METHOTREXATE	""	PharmGKB	19671875|25545243|29938344
METHOTREXATE	METHOTREXATE	Definite	ARID5B	METHOTREXATE	""	PharmGKB	24712521
METHOTREXATE	METHOTREXATE	Definite	TARDBP	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	SLAMF1	METHOTREXATE	""	NCI	16882589
METHOTREXATE	METHOTREXATE	Definite	POLB	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	E2F1	METHOTREXATE	""	NCI	14654896
METHOTREXATE	METHOTREXATE	Definite	APEX1	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	CYP2C9	METHOTREXATE	""	DTC	22931300
METHOTREXATE	METHOTREXATE	Definite	ICAM3	METHOTREXATE	""	NCI	16215763
METHOTREXATE	METHOTREXATE	Definite	SPECC1L	METHOTREXATE	""	PharmGKB	18539621
METHOTREXATE	METHOTREXATE	Definite	ALOX5	METHOTREXATE	""	NCI	8151588
METHOTREXATE	METHOTREXATE	Definite	IL2	METHOTREXATE	""	NCI	9669212
METHOTREXATE	METHOTREXATE	Definite	IL1RN	METHOTREXATE	""	NCI	8877917
METHOTREXATE	METHOTREXATE	Definite	FLT3	METHOTREXATE	""	JAX-CKB	27626069
METHOTREXATE	METHOTREXATE	Definite	UGT1A5	METHOTREXATE	""	PharmGKB	29791011
METHOTREXATE	METHOTREXATE	Definite	POLI	METHOTREXATE	""	DTC	""
METHOTREXATE	METHOTREXATE	Definite	UGT1A10	METHOTREXATE	""	PharmGKB	29791011
METHOTREXATE	METHOTREXATE	Definite	SLC22A8	METHOTREXATE	""	PharmGKB	25502615|21317831
METHOTREXATE	METHOTREXATE	Definite	NR3C1	METHOTREXATE	""	NCI	12210990
METHOTREXATE	METHOTREXATE	Definite	ABCG2	METHOTREXATE	""	PharmGKB	20386493|18237272|27217051|29791011|25778468|18256692|21317831
METHOTREXATE	METHOTREXATE	Definite	IKZF1	METHOTREXATE	""	CIViC	30044693
AZD7762	AZD-7762	Definite	TP53	AZD-7762	""	JAX-CKB	23839309
AZD7762	AZD-7762	Definite	CHEK1	AZD-7762	inhibitor	TALC|ChemblInteractions|TTD	""
AZD7762	AZD-7762	Definite	YES1	AZD-7762	""	DTC	""
CUDC-101	CUDC-101	Definite	HDAC11	CUDC-101	inhibitor	TdgClinicalTrial|ChemblInteractions	""
CUDC-101	CUDC-101	Definite	HDAC3	CUDC-101	inhibitor	TALC|TdgClinicalTrial|ChemblInteractions	""
CUDC-101	CUDC-101	Definite	HDAC4	CUDC-101	inhibitor	TALC|TdgClinicalTrial|ChemblInteractions	""
CUDC-101	CUDC-101	Definite	HDAC7	CUDC-101	inhibitor	TALC|TdgClinicalTrial|ChemblInteractions	""
CUDC-101	CUDC-101	Definite	HDAC8	CUDC-101	inhibitor	TALC|TdgClinicalTrial|ChemblInteractions	""
CUDC-101	CUDC-101	Definite	ERBB2	CUDC-101	inhibitor	TALC|TdgClinicalTrial|JAX-CKB|ChemblInteractions|TTD	25107918
CUDC-101	CUDC-101	Definite	HDAC5	CUDC-101	inhibitor	TALC|TdgClinicalTrial|ChemblInteractions	""
CUDC-101	CUDC-101	Definite	YES1	CUDC-101	""	DTC	""
CUDC-101	CUDC-101	Definite	EGFR	CUDC-101	inhibitor	TALC|TdgClinicalTrial|JAX-CKB|ChemblInteractions|TTD	20388807
CUDC-101	CUDC-101	Definite	HDAC1	CUDC-101	inhibitor	TALC|TdgClinicalTrial|ChemblInteractions	""
CUDC-101	CUDC-101	Definite	HDAC9	CUDC-101	inhibitor	TALC|TdgClinicalTrial	""
CUDC-101	CUDC-101	Definite	HDAC6	CUDC-101	inhibitor	TALC|TdgClinicalTrial|ChemblInteractions	""
CUDC-101	CUDC-101	Definite	HDAC2	CUDC-101	inhibitor	TALC|TdgClinicalTrial|ChemblInteractions	""
CUDC-101	CUDC-101	Definite	HDAC10	CUDC-101	inhibitor	TALC|TdgClinicalTrial|ChemblInteractions	""
AR-42	AR-42	Definite	HDAC6	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	HDAC2	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	HDAC1	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	HDAC10	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	HDAC8	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	HDAC9	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	FBXW7	AR-42	""	JAX-CKB	23274910
AR-42	AR-42	Definite	HDAC5	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	HDAC11	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	HDAC4	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	HDAC7	AR-42	""	TdgClinicalTrial	""
AR-42	AR-42	Definite	HDAC3	AR-42	""	TdgClinicalTrial	""
MG-132	MG-132	Definite	PSMB1	MG-132	""	DTC	24321833|18801655
MG-132	MG-132	Definite	PSMB2	MG-132	""	DTC	24321833
MG-132	MG-132	Definite	EHMT2	MG-132	""	DTC	""
MG-132	MG-132	Definite	PSMB5	MG-132	""	DTC	24321833|18801655
MG-132	MG-132	Definite	ALDH1A1	MG-132	""	DTC	""
MG-132	MG-132	Definite	CFL1	MG-132	""	DTC	16680159
AZD8055	AZD-8055	Definite	RPTOR	AZD-8055	inhibitor	MyCancerGenome	""
AZD8055	AZD-8055	Definite	RICTOR	AZD-8055	inhibitor	MyCancerGenome	""
AZD8055	AZD-8055	Definite	HRAS	AZD-8055	""	JAX-CKB	26544513
AZD8055	AZD-8055	Definite	FKBP1A	AZD-8055	""	DTC	23375793
AZD8055	AZD-8055	Definite	MTOR	AZD-8055	inhibitor	DTC|MyCancerGenome|ChemblInteractions	23375793
AZD8055	AZD-8055	Definite	PTEN	AZD-8055	""	JAX-CKB	28446642
AZD8055	AZD-8055	Definite	MAPKAP1	AZD-8055	inhibitor	MyCancerGenome	""
AZD8055	AZD-8055	Definite	DEPTOR	AZD-8055	inhibitor	MyCancerGenome	""
AZD8055	AZD-8055	Definite	ERBB2	AZD-8055	""	JAX-CKB	25436981
AZD8055	AZD-8055	Definite	PIK3CA	AZD-8055	""	JAX-CKB	28446642|22271687
AZD8055	AZD-8055	Definite	MLST8	AZD-8055	inhibitor	MyCancerGenome	""
AZD8055	AZD-8055	Definite	KRAS	AZD-8055	""	JAX-CKB	22271687|26725216|24791855
AZD8055	AZD-8055	Definite	AKT1S1	AZD-8055	inhibitor	MyCancerGenome	""
AZD8055	AZD-8055	Definite	FGFR1	AZD-8055	""	JAX-CKB	26359452
AZD8055	AZD-8055	Definite	STK11	AZD-8055	""	JAX-CKB	25436981
MIDOSTAURIN	MIDOSTAURIN	Definite	FLT3	MIDOSTAURIN	antagonist|inhibitor	MyCancerGenome|TdgClinicalTrial|JAX-CKB|ChemblInteractions|DoCM|CIViC|PharmGKB|TTD|FDA|OncoKB	17889720|19657110|22627678|16857985|17047150|15178581|23430109|25530214|16150941|24046014|15256420|23783394|23261068|28644114|28546144|12124173|23392356|15374944|11290608|22504184|22504185|24619500|23714533|15345593|22368270|20733134|25157968|23878140|14604974|18068628|17606455|16969355|22504183|23321257|22858906|27186148|15374878
MIDOSTAURIN	MIDOSTAURIN	Definite	KIT	MIDOSTAURIN	antagonist|inhibitor	MyCancerGenome|JAX-CKB|ChemblInteractions|CIViC|PharmGKB|FDA	25209843|16969355|27355533
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKCD	MIDOSTAURIN	inhibitor	ChemblInteractions	""
MIDOSTAURIN	MIDOSTAURIN	Definite	KDR	MIDOSTAURIN	antagonist|inhibitor	MyCancerGenome|ChemblInteractions	16969355
MIDOSTAURIN	MIDOSTAURIN	Definite	PIK3CB	MIDOSTAURIN	""	NCI	11719451
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKCA	MIDOSTAURIN	antagonist|inhibitor	MyCancerGenome|ChemblInteractions	16969355
MIDOSTAURIN	MIDOSTAURIN	Definite	FGFR1	MIDOSTAURIN	""	CIViC	15448205
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKCZ	MIDOSTAURIN	inhibitor	ChemblInteractions	""
MIDOSTAURIN	MIDOSTAURIN	Definite	PIK3CA	MIDOSTAURIN	""	NCI	11719451
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKCE	MIDOSTAURIN	inhibitor	ChemblInteractions	""
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKCI	MIDOSTAURIN	inhibitor	ChemblInteractions	""
MIDOSTAURIN	MIDOSTAURIN	Definite	HSPA4	MIDOSTAURIN	""	NCI	17032922
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKCB	MIDOSTAURIN	inhibitor	ChemblInteractions	""
MIDOSTAURIN	MIDOSTAURIN	Definite	NPM1	MIDOSTAURIN	""	PharmGKB|FDA	""
MIDOSTAURIN	MIDOSTAURIN	Definite	PDGFRA	MIDOSTAURIN	antagonist|inhibitor	MyCancerGenome|ChemblInteractions	16969355
MIDOSTAURIN	MIDOSTAURIN	Definite	PDGFRB	MIDOSTAURIN	antagonist|inhibitor	ChemblInteractions	16969355
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKCQ	MIDOSTAURIN	inhibitor	ChemblInteractions	""
MIDOSTAURIN	MIDOSTAURIN	Definite	KRAS	MIDOSTAURIN	""	JAX-CKB	26725216
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKCG	MIDOSTAURIN	inhibitor	ChemblInteractions|TTD	""
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKCH	MIDOSTAURIN	inhibitor	ChemblInteractions	""
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKD1	MIDOSTAURIN	inhibitor	ChemblInteractions	""
MIDOSTAURIN	MIDOSTAURIN	Definite	ETV6	MIDOSTAURIN	""	JAX-CKB	23131561
MIDOSTAURIN	MIDOSTAURIN	Definite	YES1	MIDOSTAURIN	""	DTC	""
MIDOSTAURIN	MIDOSTAURIN	Definite	PRKD3	MIDOSTAURIN	inhibitor	ChemblInteractions	""
MIDOSTAURIN	MIDOSTAURIN	Definite	STK32B	MIDOSTAURIN	""	DTC	22257127
SHIKONIN	SHIKONIN	Definite	THRB	SHIKONIN	""	DTC	""
SHIKONIN	SHIKONIN	Definite	POLK	SHIKONIN	""	DTC	""
SHIKONIN	SHIKONIN	Definite	RECQL	SHIKONIN	""	DTC	""
SHIKONIN	SHIKONIN	Definite	APEX1	SHIKONIN	""	DTC	""
SHIKONIN	SHIKONIN	Definite	MAPT	SHIKONIN	""	DTC	""
SHIKONIN	SHIKONIN	Definite	VDR	SHIKONIN	""	DTC	""
SHIKONIN	SHIKONIN	Definite	KAT2A	SHIKONIN	""	DTC	""
SHIKONIN	SHIKONIN	Definite	RUNX1	SHIKONIN	""	DTC	""
SHIKONIN	SHIKONIN	Definite	EHMT2	SHIKONIN	""	DTC	""
SHIKONIN	SHIKONIN	Definite	CBFB	SHIKONIN	""	DTC	""
CYTARABINE	CYTARABINE	Definite	CYP2C9	CYTARABINE	""	DTC	22931300
CYTARABINE	CYTARABINE	Definite	RRM2	CYTARABINE	""	PharmGKB	24024897
CYTARABINE	CYTARABINE	Definite	WT1	CYTARABINE	""	CIViC	18591546
CYTARABINE	CYTARABINE	Definite	EHMT2	CYTARABINE	""	DTC	""
CYTARABINE	CYTARABINE	Definite	MED12L	CYTARABINE	""	PharmGKB	24444404
CYTARABINE	CYTARABINE	Definite	TP53	CYTARABINE	""	JAX-CKB	""
CYTARABINE	CYTARABINE	Definite	CYP1A2	CYTARABINE	""	DTC	22931300
CYTARABINE	CYTARABINE	Definite	DOK5	CYTARABINE	""	PharmGKB	26590194
CYTARABINE	CYTARABINE	Definite	RRM1	CYTARABINE	""	PharmGKB	24024897
CYTARABINE	CYTARABINE	Definite	FLT3	CYTARABINE	""	JAX-CKB	22627678|25818407|27626069|28644114
CYTARABINE	CYTARABINE	Definite	CDA	CYTARABINE	""	NCI|PharmGKB	21325291|21521023|12008078|22304580|22379997|25003625|19458626|23651026|23230131|18473752
CYTARABINE	CYTARABINE	Definite	NT5C3A	CYTARABINE	""	PharmGKB	25000516
CYTARABINE	CYTARABINE	Definite	HSPA4	CYTARABINE	""	NCI	12530536
CYTARABINE	CYTARABINE	Definite	ABCB1	CYTARABINE	""	PharmGKB	25558979|20938465|25567217|16331627
CYTARABINE	CYTARABINE	Definite	SLCO1B1	CYTARABINE	""	PharmGKB	26663398|22584460
CYTARABINE	CYTARABINE	Definite	POLE	CYTARABINE	inhibitor	ChemblInteractions	""
CYTARABINE	CYTARABINE	Definite	TYMSOS	CYTARABINE	""	PharmGKB	""
CYTARABINE	CYTARABINE	Definite	KMT2A	CYTARABINE	""	JAX-CKB	27443263
CYTARABINE	CYTARABINE	Definite	CYP3A4	CYTARABINE	""	DTC	22931300
CYTARABINE	CYTARABINE	Definite	NCOA3	CYTARABINE	""	DTC	""
CYTARABINE	CYTARABINE	Definite	SULT2B1	CYTARABINE	""	PharmGKB	22584460
CYTARABINE	CYTARABINE	Definite	GATA1	CYTARABINE	""	JAX-CKB	23874683
CYTARABINE	CYTARABINE	Definite	POLB	CYTARABINE	inhibitor	TdgClinicalTrial|TEND	19372559|15011952|16866189
CYTARABINE	CYTARABINE	Definite	CYP2D6	CYTARABINE	""	DTC	22931300
CYTARABINE	CYTARABINE	Definite	KIT	CYTARABINE	""	JAX-CKB	18986703
CYTARABINE	CYTARABINE	Definite	SLC22A12	CYTARABINE	""	PharmGKB	22584460
CYTARABINE	CYTARABINE	Definite	LINC00251	CYTARABINE	""	PharmGKB	26590194
CYTARABINE	CYTARABINE	Definite	POLA1	CYTARABINE	inhibitor	ChemblInteractions	""
CYTARABINE	CYTARABINE	Definite	GSTP1	CYTARABINE	""	NCI	3978635
CYTARABINE	CYTARABINE	Definite	ABCC4	CYTARABINE	""	PharmGKB	26842729
CYTARABINE	CYTARABINE	Definite	DROSHA	CYTARABINE	""	PharmGKB	24614921
CYTARABINE	CYTARABINE	Definite	TYMS	CYTARABINE	""	PharmGKB	""
CYTARABINE	CYTARABINE	Definite	POLD1	CYTARABINE	inhibitor	ChemblInteractions	""
CYTARABINE	CYTARABINE	Definite	CYP2C19	CYTARABINE	""	DTC	22931300
CYTARABINE	CYTARABINE	Definite	DCK	CYTARABINE	""	PharmGKB	15564883
CYTARABINE	CYTARABINE	Definite	P2RY12	CYTARABINE	""	PharmGKB	24444404
CYTARABINE	CYTARABINE	Definite	BMP7	CYTARABINE	""	PharmGKB	26590194
CYTARABINE	CYTARABINE	Definite	CYP2E1	CYTARABINE	""	PharmGKB	22584460
CYTARABINE	CYTARABINE	Definite	RRM2B	CYTARABINE	""	PharmGKB	24024897
CYTARABINE	CYTARABINE	Definite	RUNX1	CYTARABINE	""	CIViC	21343560
CYTARABINE	CYTARABINE	Definite	GATA3	CYTARABINE	""	PharmGKB	24141364
CYTARABINE	CYTARABINE	Definite	NT5C2	CYTARABINE	""	PharmGKB	""
CYTARABINE	CYTARABINE	Definite	IKZF1	CYTARABINE	""	CIViC	30044693
PEVONEDISTAT	PEVONEDISTAT	Definite	UBA3	PEVONEDISTAT	inhibitor	TdgClinicalTrial|ChemblInteractions	""
PEVONEDISTAT	PEVONEDISTAT	Definite	SAE1	PEVONEDISTAT	""	DTC	""
PEVONEDISTAT	PEVONEDISTAT	Definite	UBA2	PEVONEDISTAT	""	DTC	""
PEVONEDISTAT	PEVONEDISTAT	Definite	NAE1	PEVONEDISTAT	inhibitor	ChemblInteractions	""
BELINOSTAT	BELINOSTAT	Definite	HDAC3	BELINOSTAT	inhibitor	TALC|DTC|TdgClinicalTrial|ChemblInteractions	25937017
BELINOSTAT	BELINOSTAT	Definite	HDAC2	BELINOSTAT	inhibitor	TALC|DTC|TdgClinicalTrial|ChemblInteractions	25937017
BELINOSTAT	BELINOSTAT	Definite	HDAC6	BELINOSTAT	inhibitor	TALC|DTC|TdgClinicalTrial|ChemblInteractions	25937017
BELINOSTAT	BELINOSTAT	Definite	HDAC4	BELINOSTAT	inhibitor	TALC|DTC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions	25937017
BELINOSTAT	BELINOSTAT	Definite	HDAC10	BELINOSTAT	inhibitor	TALC|DTC|TdgClinicalTrial|ChemblInteractions	25937017
BELINOSTAT	BELINOSTAT	Definite	HDAC5	BELINOSTAT	inhibitor	TALC|DTC|TdgClinicalTrial|ChemblInteractions	25937017
BELINOSTAT	BELINOSTAT	Definite	HDAC1	BELINOSTAT	inhibitor	TALC|DTC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions	25937017|28090369
BELINOSTAT	BELINOSTAT	Definite	HDAC7	BELINOSTAT	inhibitor	TALC|DTC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions	25937017
BELINOSTAT	BELINOSTAT	Definite	HDAC11	BELINOSTAT	inhibitor	DTC|TdgClinicalTrial|ChemblInteractions	25937017
BELINOSTAT	BELINOSTAT	Definite	HDAC9	BELINOSTAT	inhibitor	TALC|DTC|MyCancerGenome|TdgClinicalTrial	25937017
BELINOSTAT	BELINOSTAT	Definite	UGT1A1	BELINOSTAT	""	CIViC|FDA	26313268
BELINOSTAT	BELINOSTAT	Definite	HDAC8	BELINOSTAT	inhibitor	TALC|DTC|TdgClinicalTrial|ChemblInteractions	25937017
BELINOSTAT	BELINOSTAT	Definite	FBXW7	BELINOSTAT	""	JAX-CKB	23274910
TIVOZANIB	TIVOZANIB	Definite	FLT1	TIVOZANIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ClearityFoundationClinicalTrial|ChemblInteractions|TTD	""
TIVOZANIB	TIVOZANIB	Definite	KDR	TIVOZANIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ClearityFoundationClinicalTrial|ChemblInteractions|TTD	""
TIVOZANIB	TIVOZANIB	Definite	FLT4	TIVOZANIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ClearityFoundationClinicalTrial|ChemblInteractions|TTD	""
TIVOZANIB	TIVOZANIB	Definite	YES1	TIVOZANIB	""	DTC	""
TIVOZANIB	TIVOZANIB	Definite	ERBB2	TIVOZANIB	""	JAX-CKB	25995436
TIVOZANIB	TIVOZANIB	Definite	BRAF	TIVOZANIB	""	JAX-CKB	26461489
DASATINIB	DASATINIB	Definite	EPHA2	DASATINIB	inhibitor|antagonist	DTC|TdgClinicalTrial|ChemblInteractions|TEND|DoCM|MyCancerGenomeClinicalTrial	19010823|19861960|20360610|20072833|18047674|17139284|17016423
DASATINIB	DASATINIB	Definite	ABL2	DASATINIB	multitarget	TdgClinicalTrial|TEND|CIViC	20072833|25207766|11752352|17016423
DASATINIB	DASATINIB	Definite	ABL1	DASATINIB	multitarget|inhibitor	MyCancerGenome|TdgClinicalTrial|JAX-CKB|ChemblInteractions|TEND|DoCM|COSMIC|CIViC|PharmGKB|FDA|OncoKB	14745431|20537386|15256422|26758680|23676790|15705718|19779040|11853795|20697894|16775234|24367893|19466505|18191450|25686603|20367437|17701954|25207766|15381060|21895409|18818391|11964322|11752352|24456693|18615627|25157968|14559829|17016423|21562040|21505103|19652056|16772610|12399961
DASATINIB	DASATINIB	Definite	DDR2	DASATINIB	inhibitor	DoCM|CIViC|MyCancerGenomeClinicalTrial	22328973|23932362|18938156
DASATINIB	DASATINIB	Definite	KDR	DASATINIB	""	DTC	""
DASATINIB	DASATINIB	Definite	AXL	DASATINIB	""	DTC	""
